number,values_0,values_1,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_beta1,params_beta2,params_beta3,params_beta4,params_learning_rate,params_slope,params_threshold1,params_threshold2,params_threshold3,params_threshold4,params_weight,user_attrs_@5FPR accuracy,user_attrs_@5FPR aod_age,user_attrs_@5FPR aod_employment,user_attrs_@5FPR aod_income,user_attrs_@5FPR eod_age,user_attrs_@5FPR eod_employment,user_attrs_@5FPR eod_income,user_attrs_@5FPR fnr_ratio_age,user_attrs_@5FPR fnr_ratio_employment,user_attrs_@5FPR fnr_ratio_income,user_attrs_@5FPR fpr,user_attrs_@5FPR fpr_ratio_age,user_attrs_@5FPR fpr_ratio_employment,user_attrs_@5FPR fpr_ratio_income,user_attrs_@5FPR precision,user_attrs_@5FPR recall,user_attrs_@5FPR threshold,user_attrs_@global accuracy,user_attrs_@global auc,user_attrs_@global f1_score,user_attrs_@global fpr,user_attrs_@global precision,user_attrs_@global recall,user_attrs_@time inference,user_attrs_@time train,state
0,0.0,0.5948575399583044,2025-04-05 18:38:43.293490,2025-04-05 19:04:16.636978,0 days 00:25:33.343488,0.977,0.985,0.34084815722276146,0.6240218250436562,0.8164014852993944,0.1440713086245608,2.553865889793039e-05,15,0.3517365568931602,0.3257406765533999,0.38019725369800544,0.21954482997027605,0.9864289895893386,0.9859616604068094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8284132481342373,0.7132981028903193,0.08870236522369886,0.1682613341776661,0.04792430646922151,0.5948575399583044,21.02824592590332,1506.166225194931,COMPLETE
1,0.0,0.0,2025-04-05 19:04:16.638474,2025-04-05 19:29:48.940226,0 days 00:25:32.301752,0.975,0.981,0.19715423585531894,0.3082746030791603,0.2462191111779126,0.40799898805523827,1.6533485545171376e-06,11,0.8825517887163487,0.3096098632616352,0.11774179079687343,0.8499816726401357,0.9655039892263698,0.9859616604068094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9859616604068094,0.5,0.0,0.0,0.0,0.0,21.155993938446045,1508.8472571372986,COMPLETE
2,0.021264423366877262,0.2710215427380125,2025-04-05 19:29:48.941809,2025-04-05 19:55:16.812815,0 days 00:25:27.871006,0.983,0.97,0.2116391006770552,0.15858829628380364,0.43394799645576976,0.9383133995974525,5.060898514156915e-05,33,0.26396489692324554,0.288191173882388,0.8150710641027885,0.34880688232317697,0.9887330368354442,0.9582459392224769,0.021264423366877262,0.0718924364470515,0.06568808027748212,0.025540684820463178,0.12231130652183284,0.11167947047122573,0.9651128051128053,0.8558473887421255,0.8640908189776605,0.0319692082401599,0.6393157016257778,0.3640610529355775,0.4749019303166898,0.10770505385252693,0.2710215427380125,1,0.9582459392224769,0.6195261672489263,0.1541501976284585,0.0319692082401599,0.10770505385252693,0.2710215427380125,20.758718252182007,1504.8654012680054,COMPLETE
3,0.006673361808723671,0.029186935371785964,2025-04-05 19:55:16.814291,2025-04-05 20:20:39.955195,0 days 00:25:23.140904,0.97,0.98,0.29351649430989063,0.16488662300174006,0.4938638246899954,0.9492578093589216,0.00027613515414605237,26,0.11382831636373889,0.7718376343256662,0.5140970759593299,0.4480773924631335,0.950501575069009,0.9855177796205064,0.006673361808723671,0.015376169775584867,0.014364068434129337,0.012185208861109138,0.029871977240398292,0.02774367240551478,0.9874676341912809,0.9701280227596017,0.9720847172497088,0.0008657708823936834,0.3887666870336426,0.06290997527241107,0.13849870695810357,0.32432432432432434,0.029186935371785964,1,0.9855177796205064,0.5141605822446962,0.0535543512910424,0.0008657708823936834,0.32432432432432434,0.029186935371785964,20.63603448867798,1500.1723289489746,COMPLETE
4,0.0,0.0,2025-04-05 20:20:39.956785,2025-04-05 20:46:07.932907,0 days 00:25:27.976122,0.97,0.98,0.3664405158049327,0.38883939247334137,0.33016543365489875,0.6101169545328233,1.1786298590462943e-05,37,0.9109340573748144,0.5790302741064735,0.17360914110354303,0.8798519926562504,0.9610785260522829,0.9859616604068094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9859616604068094,0.5,0.0,0.0,0.0,0.0,20.874457597732544,1504.9456079006195,COMPLETE
5,0.0,0.0,2025-04-05 20:46:07.934402,2025-04-05 21:11:44.594890,0 days 00:25:36.660488,0.989,0.973,0.5868799836216829,0.15658132166724695,0.908945520575466,0.41623370598928067,1.9659807939288208e-06,48,0.5143488423716818,0.15374874646221923,0.820246496095479,0.6875087158772617,0.9604240052493632,0.9859616604068094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9859616604068094,0.5,0.0,0.0,0.0,0.0,20.90829038619995,1513.573884487152,COMPLETE
6,0.012528266410680727,0.1038915913829048,2025-04-05 21:11:44.596372,2025-04-05 21:37:05.007363,0 days 00:25:20.410991,0.981,0.97,0.4329252493457404,0.40019260107843535,0.514325103078246,0.6985877139090558,1.705489942294229e-05,17,0.15795925726030915,0.766628694716338,0.9357580623592546,0.13518014949946675,0.9657685453468694,0.967162577435247,0.012528266410680727,0.008461305103611724,0.008084386857427921,0.02120122618737577,0.01328721065563171,0.015548048563001585,0.9764088513538095,0.9853840682788052,0.9827002625393045,0.020545979854748382,0.8392264391993367,0.847745147492742,0.9700431030201793,0.06716082659478886,0.1038915913829048,1,0.967162577435247,0.5416728057640782,0.08158253751705322,0.020545979854748382,0.06716082659478886,0.1038915913829048,20.648292303085327,1497.5324032306671,COMPLETE
7,0.0,0.0,2025-04-05 21:37:05.009017,2025-04-05 22:02:36.996864,0 days 00:25:31.987847,0.985,0.986,0.14992214545481564,0.7854138138218795,0.4930892358312716,0.11552544343570664,9.632593195796501e-06,50,0.6617627725597921,0.1715099982154148,0.8963378281882186,0.5879566412730399,0.969266284060241,0.9859616604068094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9859616604068094,0.5,0.0,0.0,0.0,0.0,21.013769149780273,1508.7652041912079,COMPLETE
8,0.03919936114202595,0.14732453092425296,2025-04-05 22:02:36.998258,2025-04-05 22:28:00.661571,0 days 00:25:23.663313,0.979,0.973,0.2636680572891089,0.2790681049978921,0.13685008387163508,0.9855395020611161,0.00017368177595441722,40,0.15475648504891995,0.9991781154980512,0.7978220467591841,0.9370005092190943,0.9628459630408884,0.9789961465294376,0.03919936114202595,0.04808657138408302,0.037805220622222774,0.06907732669505523,0.08875382559593087,0.06883188147335208,0.9197801449639684,0.9055201211398155,0.9243469410833428,0.009162329566817723,0.466265582103616,0.24164096462250614,0.3876279454554331,0.18629173989455183,0.14732453092425296,1,0.9789961465294376,0.5690811006787176,0.16453240201785022,0.009162329566817723,0.18629173989455183,0.14732453092425296,20.67874526977539,1500.7704584598541,COMPLETE
9,0.0,0.3985406532314107,2025-04-05 22:28:00.663080,2025-04-05 22:53:30.346769,0 days 00:25:29.683689,0.987,0.974,0.5184641014639143,0.43270432423700106,0.6781130682346119,0.36881655961028104,4.7724588619672425e-05,31,0.30228454559071277,0.7437478117518802,0.18106677783898992,0.29495601090589973,0.9892631608783391,0.9859616604068094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9181113116433345,0.6620248632551291,0.12021800649827064,0.07449092672115251,0.07078499136015799,0.3985406532314107,20.77712368965149,1506.6851553916931,COMPLETE
